Município;População;Frota Total;Frota Ativa;Acidentes;Veículos Envolvidos;Feridos e Ilesos;Óbitos
Farroupilha;75029;55745;37601;60;108;85;66
Fartura;16134;11068;7168;201;192;200;16
Fartura do Piauí;5391;774;487;37;40;34;5
Fátima;21293;5124;3667;129;149;140;15
Fátima do Sul;19136;15733;10817;511;830;836;17
Faxinal;17398;13104;7563;487;730;946;24
Faxinal do Soturno;6579;4808;3161;7;14;8;8
Faxinal dos Guedes;10598;9453;6626;689;968;1120;15
Faxinalzinho;0;0;0;0;0;0;0
Fazenda Nova;5143;3659;2472;210;252;275;9
Fazenda Rio Grande;108185;73647;53483;3804;6081;8190;17
Fazenda Vilanova;4715;3354;1975;15;31;27;16
Feijó;36400;5046;4294;449;722;821;16
Feira da Mata;5655;1201;774;5;10;11;0
Feira de Santana;620378;343650;266469;4536;7327;7383;235
Feira Grande;22013;6258;4896;41;68;41;25
Feira Nova;28119;9530;6794;190;219;199;25
Feira Nova do Maranhão;8550;1754;1501;22;21;13;9
Felício dos Santos;4461;2637;1790;108;119;176;3
Felipe Guerra;6001;2695;1948;9;13;7;6
Felisburgo;7601;2490;1925;142;169;234;3
Felixlândia;15644;7576;4965;526;687;829;3
Feliz;3040;2577;1833;1;2;1;1
Feliz Deserto;4783;835;643;8;11;7;6
Feliz Natal;15406;7133;5192;22;30;23;10
Fênix;4641;3085;1695;65;89;119;4
Fernandes Pinheiro;5371;3282;2122;69;93;134;5
Fernandes Tourinho;3565;1282;992;63;64;107;1
Fernando de Noronha;3168;1692;1264;29;31;32;0
Fernando Falcão;10593;1313;943;46;52;41;11
Fernando Pedroza;3081;664;429;2;3;1;1
Fernando Prestes;5814;4731;3036;107;108;102;12
Fernandópolis;70177;66853;44551;2569;2810;3057;65
Fernão;1762;990;625;32;26;37;1
Ferraz de Vasconcelos;203696;82164;49335;1595;1050;1268;39
Ferreira Gomes;8031;640;516;7;27;26;1
Ferreiros;12005;3513;2383;95;104;96;8
Ferros;9108;4872;3281;400;470;789;20
Fervedouro;11118;6140;4253;200;271;333;7
Figueira;7329;4989;3056;122;182;237;7
Figueirão;3086;1551;1177;42;65;46;7
Figueirópolis;5165;2749;1993;27;53;53;0
Figueirópolis D'Oeste;3418;2655;1945;5;6;5;1
Filadélfia;24692;6259;4402;129;185;205;20
Firmino Alves;5527;910;697;43;55;57;2
Firminópolis;13951;7114;5355;406;546;554;9
Flexeiras;12725;1922;1392;9;13;4;11
Flor da Serra do Sul;4471;2977;1805;106;152;214;4
Flor do Sertão;1570;1366;967;82;107;122;0
Flora Rica;1305;984;561;16;13;26;0
Floraí;4760;4007;2421;70;102;121;0
Florânia;9780;2984;2029;14;18;9;9
Floreal;2832;2131;1221;40;42;32;8
Flores;53200;56008;40375;169;209;163;50
Flores da Cunha;31877;27617;18142;36;55;36;42
Flores de Goiás;15686;1844;1206;302;380;336;23
Flores do Piauí;4456;850;699;19;23;22;4
Floresta;58119;56870;41257;196;244;188;51
Floresta Azul;10584;1760;1262;35;43;49;2
Floresta do Araguaia;20960;5116;2954;219;294;226;27
Floresta do Piauí;2586;679;568;19;23;22;2
Florestal;7731;6985;5114;484;657;771;3
Florestópolis;9960;7164;4186;172;274;379;6
Floriano;60763;47864;37225;1300;1355;1115;41
Floriano Peixoto;1660;1485;891;2;2;1;2
Florianópolis;523495;372869;292574;60276;79428;95486;124
Flórida;2711;1886;1130;41;56;78;5
Flórida Paulista;15271;7581;4290;178;160;182;14
Florínea;2566;1730;913;44;39;50;4
Fonte Boa;16954;1657;398;1;1;2;0
Fontoura Xavier;10113;7063;3515;15;28;21;18
Formiga;67624;54612;38815;4465;6688;8190;96
Formigueiro;6605;4350;2389;4;7;8;6
Formosa;19191;7106;5467;864;1017;1295;23
Formosa da Serra Negra;19496;4989;3911;21;21;14;4
Formosa do Oeste;5916;6748;3949;155;224;314;10
Formosa do Rio Preto;26049;6484;4955;100;163;213;22
Formosa do Sul;2464;2077;1546;165;218;240;2
Formoso;70636;21391;15631;184;220;201;33
Formoso do Araguaia;18178;9384;6632;211;367;392;9
Forquetinha;2343;1858;1243;2;3;3;2
Forquilha;24932;8719;7110;45;73;74;13
Forquilhinha;27991;25850;18953;1674;2265;2620;5
Fortaleza;3228;2358;1751;164;201;338;10
Fortaleza de Minas;4483;2164;1200;78;101;134;1
Fortaleza do Tabocão;2628;1447;1122;15;25;26;0
Fortaleza dos Nogueiras;12756;4917;3723;35;40;16;19
Fortaleza dos Valos;4172;3746;2172;3;3;2;3
Fortim;17016;5303;4229;100;160;179;19
Fortuna;17485;3496;2001;17;17;8;8
Fortuna de Minas;3011;1409;960;117;150;192;2
Foz do Iguaçu;254435;219124;136725;19467;32193;40324;88
Foz do Jordão;4133;3041;1619;57;85;113;4
Fraiburgo;36815;28486;18827;2573;3617;4299;24
Franca;364294;295710;191478;10145;11297;12335;253
Francinópolis;5394;1192;885;34;33;30;4
Francisco Alves;5716;5271;3400;165;245;330;15
Francisco Ayres;4320;892;735;36;34;36;4
Francisco Badaró;10165;3005;2356;154;150;227;8
Francisco Beltrão;95788;78221;56422;8095;14114;16138;102
Francisco Dantas;2797;1182;918;17;25;22;4
Francisco Dumont;5289;2199;1560;97;106;155;6
Francisco Macedo;3262;773;653;19;20;16;3
Francisco Morato;183357;61983;40720;1660;944;1043;44
Francisco Sá;24101;9492;6784;764;993;1358;21
Francisco Santos;9565;1943;1648;48;48;50;6
Franciscópolis;4885;1397;1116;107;122;161;1
Franco da Rocha;152324;71828;47021;3097;2457;2199;119
Frecheirinha;15473;6889;5197;6;8;2;6
Frederico Westphalen;31862;26662;18519;29;51;33;32
Frei Gaspar;5762;1583;1178;203;212;323;0
Frei Inocêncio;9767;3617;2529;144;187;222;2
Frei Lagonegro;3483;1348;1047;58;68;98;2
Frei Martinho;2989;355;208;2;2;0;2
Frei Miguelinho;15709;5083;3260;113;121;100;22
Frei Paulo;15744;5167;3878;5;5;3;2
Frei Rogério;1863;2047;1344;72;91;116;1
Fronteira;19798;8618;5098;334;483;564;7
Fronteira dos Vales;4434;1029;827;92;93;126;2
Fronteiras;11833;5481;4310;106;107;112;10
Fruta de Leite;4971;1315;918;88;95;156;1
Frutal;61360;51153;33484;3514;5187;6376;29
Frutuoso Gomes;4029;1675;1159;5;5;0;5
Fundão;23183;9446;6764;1119;994;1440;26
Funilândia;4512;1858;1184;225;289;455;7
Gabriel Monteiro;2767;2049;1364;43;34;39;1
Gado Bravo;8242;1420;1029;5;5;0;5
Gália;6229;4220;2468;176;154;179;8
Galiléia;6612;2404;1767;344;437;663;17
Galinhos;2894;380;243;5;5;0;5
Galvão;2628;2467;1627;142;184;212;1
Gameleira;31787;3934;2760;84;93;85;8
Gameleira de Goiás;3997;1503;1002;159;182;206;4
Gameleiras;4991;1803;1345;83;82;151;5
Gandu;32435;12490;9067;364;463;526;27
Garanhuns;142023;63159;46550;782;865;757;115
Gararu;11545;2459;1651;3;3;1;2
Garça;12726;8437;6424;9;9;10;4
Garibaldi;6603;6458;4099;201;261;348;11
Garopaba;24525;23323;18929;2477;3270;3836;15
Garrafão do Norte;26385;2629;1683;167;263;155;25
Garruchos;2857;1377;763;4;6;3;4
Garuva;19121;13700;10299;1304;1767;2017;24
Gaspar;8737;4830;3836;23;30;28;2
Gastão Vidigal;5028;2633;1458;31;27;26;1
Gaúcha do Norte;8112;4665;3610;8;7;3;4
Gaurama;5519;4895;2940;3;3;2;3
Gavião;4243;1204;820;52;82;96;8
Gavião Peixoto;4892;2579;1624;86;70;58;10
Geminiano;5543;2341;1987;80;79;67;13
General Câmara;8359;4640;2716;7;8;6;7
General Carneiro;19336;9246;5396;183;264;355;16
General Maynard;0;0;0;0;0;0;0
General Salgado;10800;8383;4876;154;165;154;23
General Sampaio;8358;1908;1355;17;24;22;9
Gentil;1655;1307;726;1;1;3;1
Gentio do Ouro;11052;2124;1383;30;34;29;7
Getulina;11543;5427;3039;112;94;100;7
Getúlio Vargas;16106;14268;9055;14;24;25;15
Gilbués;10802;2608;2151;104;99;123;8
Girau do Ponciano;41589;12007;9186;103;161;108;67
Giruá;15365;12803;6929;9;15;8;12
Glaucilândia;3182;996;888;39;35;81;0
Glicério;4862;2740;1654;79;74;88;7
Glória;15255;4032;2670;44;75;59;12
Glória D'Oeste;3006;2132;1490;1;1;1;0
Glória de Dourados;9924;7372;4982;120;164;192;4
Glória do Goitá;30963;8326;5769;267;285;263;24
Glorinha;8465;5980;3778;12;18;10;14
Godofredo Viana;12129;1224;826;14;14;14;0
Godoy Moreira;2672;2110;1236;32;41;71;6
Goiabeira;3437;1682;1352;72;82;114;4
Goiana;80634;32306;21718;636;686;619;73
Goianá;80634;32306;21718;636;686;619;73
Goianápolis;11067;8570;5835;763;1021;1051;22
Goiandira;5667;3228;2056;258;348;347;3
Goianésia;74388;55935;42072;6393;9138;9432;57
Goianésia do Pará;42147;7162;4412;636;1003;657;53
Goiânia;633122;365344;274377;42265;60821;55423;338
Goianinha;27096;9008;7088;129;221;188;21
Goianira;48960;31571;25041;3679;4989;5101;51
Goianorte;5123;2260;1739;23;34;33;2
Goiás;9646;6859;5276;878;1074;1095;20
Goiatins;13242;2250;1600;41;72;69;9
Goiatuba;34262;30611;21483;2979;4164;4395;27
Goioerê;28204;21893;14122;821;1357;1786;18
Goioxim;6748;3497;2134;63;87;119;2
Gonçalves;11832;2149;1631;52;69;72;7
Gonçalves Dias;18094;3550;2438;27;27;18;5
Gongogi;6902;795;549;13;13;14;3
Gonzaga;6155;3525;2443;167;189;264;7
Gouveia;52350;26844;18794;55;78;23;59
Gouvelândia;6293;2109;1475;143;209;212;5
Governador Archer;10996;2006;1253;4;4;2;1
Governador Celso Ramos;14852;10455;8744;1115;1456;1668;9
Governador Dix-Sept Rosado;13113;4611;3129;52;82;56;18
Governador Edison Lobão;18778;4412;3603;49;48;25;25
Governador Eugênio Barros;14924;2923;1905;12;13;6;7
Governador Jorge Teixeira;5694;5118;4137;136;174;195;12
Governador Lindenberg;13249;8332;6550;386;305;471;15
Governador Luiz Rocha;7923;1497;904;7;8;4;4
Governador Mangabeira;20368;8321;5729;149;261;299;14
Governador Newton Bello;10207;1976;1594;6;6;3;3
Governador Nunes Freire;25728;4899;3286;74;73;51;25
Governador Valadares;282491;155654;118984;20916;30779;36492;163
Graça;13670;4966;3760;16;21;13;13
Graça Aranha;6311;1680;1085;5;5;1;4
Gracho Cardoso;5813;1784;1189;2;2;0;2
Grajaú;19127;3060;2589;56;57;54;3
Gramado;37091;31902;21971;21;36;26;21
Gramado dos Loureiros;2060;1224;706;2;6;3;2
Gramado Xavier;4335;2474;1483;4;8;7;4
Grandes Rios;4952;3625;1948;83;107;152;7
Granito;7627;1800;1241;79;82;65;17
Granja;55532;12953;9447;154;220;256;36
Granjeiro;4879;742;641;5;8;5;3
Grão Mogol;15929;4368;2954;299;343;516;17
Grão Pará;6637;5873;4078;571;724;784;7
Gravatá;85812;40480;30415;1078;1175;1119;65
Gravataí;288566;180327;111312;188;300;242;202
Gravatal;11705;11113;8121;1237;1660;1886;11
Groaíras;11289;5781;3935;24;39;48;10
Grossos;10541;3127;2062;16;22;16;6
Grupiara;1367;698;485;24;28;45;0
Guabiju;0;0;0;0;0;0;0
Guabiruba;25424;19864;15089;1430;1885;2198;6
Guaçuí;31376;22867;17074;1186;941;1438;21
Guadalupe;10595;4162;2864;126;132;127;3
Guaíba;97875;59872;36976;56;93;83;60
Guaiçara;12696;6940;4271;318;258;270;14
Guaimbê;5839;2923;1611;88;76;88;9
Guaíra;75523;65731;39385;1472;2238;2683;45
Guairaçá;6651;4046;2564;74;106;135;6
Guaiúba;26401;5514;4462;109;164;184;17
Guajará;0;0;0;0;0;0;0
Guajará-Mirim;46471;19763;12689;1201;1912;2267;33
Guajeru;6106;1467;968;2;2;3;0
Guamaré;16261;4702;3492;22;23;2;19
Guamiranga;9004;5181;3228;40;60;78;0
Guanambi;84318;57853;38442;676;1290;1170;110
Guanhães;5038;2160;1709;155;193;248;5
Guapé;14150;9147;5722;481;618;856;20
Guapiaçu;22835;14948;10035;268;244;244;18
Guapiara;16499;8910;5739;209;231;218;22
Guapimirim;64486;21240;14421;492;607;566;62
Guapirama;3673;2755;1826;74;124;144;9
Guapó;18368;10123;7394;623;828;789;18
Guaporé;26369;20025;13224;23;47;47;28
Guaporema;2176;1541;970;24;31;39;0
Guará;19325;11899;7634;263;268;211;21
Guarabira;58190;27822;21282;472;749;647;56
Guaraçaí;8145;6115;3581;110;102;80;5
Guaraci;17180;10457;6548;283;314;376;23
Guaraciaba;19980;13715;9713;781;1031;1282;15
Guaraciaba do Norte;41910;20204;15733;50;78;57;34
Guaraciama;5001;2257;1696;81;84;150;6
Guaraí;26766;15484;11817;285;507;519;9
Guaraíta;1743;1298;953;41;51;42;2
Guaramiranga;6359;2243;1808;44;69;87;2
Guaramirim;47647;36041;26631;3242;4377;5200;34
Guaranésia;18796;13198;8111;703;985;1374;5
Guarani;8850;3380;2304;228;307;394;10
Guarani d'Oeste;1984;1389;790;19;10;16;0
Guarani das Missões;7361;6080;3398;9;14;11;9
Guarani de Goiás;3612;1419;1002;102;117;148;8
Guaraniaçu;11062;10118;6170;116;172;228;2
Guarantã;6688;3926;2484;132;122;145;11
Guarantã do Norte;37437;30388;21994;167;187;180;26
Guarapari;131000;86257;69826;11728;13611;17297;83
Guarapuava;185357;135986;92370;9242;15310;21361;102
Guaraqueçaba;7361;1101;728;22;26;44;0
Guarará;3652;2029;1204;58;81;93;2
Guararapes;33557;25240;16245;750;652;688;15
Guararema;31229;21955;14875;892;749;916;49
Guaratinga;20823;3786;2618;4;7;7;0
Guaratinguetá;124589;81013;54610;2952;2524;2480;99
Guaratuba;38993;21526;14755;2305;3756;5065;22
Guarda-Mor;6455;4219;2843;442;554;665;10
Guareí;20121;7956;5093;99;93;76;17
Guariba;41697;24970;15743;418;422;375;23
Guaribas;4621;957;617;25;25;21;4
Guarinos;1493;690;542;55;66;60;0
Guarujá;329759;160643;113761;6270;6060;6545;173
Guarujá do Sul;5207;4123;2803;206;276;316;2
Guarulhos;1433155;794758;523821;25034;20673;22281;787
Guatambú;4680;5772;4401;402;517;615;3
Guatapará;7868;4098;2249;125;131;141;20
Guaxupé;52137;37032;25144;3355;5288;6242;34
Guia Lopes da Laguna;9639;6588;4544;146;219;208;6
Guidoval;6871;4415;3190;154;207;239;5
Guimarães;22796;10587;7889;60;59;72;20
Guimarânia;8271;4936;3111;252;344;438;4
Guiratinga;15916;7158;5069;28;22;23;11
Guiricema;8063;5990;4108;249;342;399;14
Gurinhatã;5273;2583;1617;154;191;290;10
Gurinhém;14120;3642;2962;17;20;15;10
Gurjão;3404;660;497;3;3;0;3
Gurupá;34489;889;311;39;64;52;2
Gurupi;8328;751;657;11;11;8;4
Guzolândia;5431;2873;1581;50;47;51;10
Harmonia;4946;4160;3033;5;9;4;5
Heitoraí;3729;2076;1426;147;182;203;11
Heliodora;6647;3115;1911;149;195;265;10
Heliópolis;12985;1813;1078;26;26;26;0
Herculândia;9776;6465;4108;226;190;205;17
Herval;6955;4236;2062;1;1;0;1
Herval d'Oeste;22899;16727;12174;1359;1797;2193;5
Herveiras;3020;1595;965;3;9;4;4
Hidrolândia;43563;22259;16293;1268;1700;1567;56
Hidrolina;3232;1785;1150;88;114;102;12
Holambra;16431;12430;9436;202;175;155;11
Honório Serpa;4696;3634;2103;45;66;80;6
Horizonte;7327;3454;2789;343;498;426;8
Horizontina;19455;18123;11462;12;14;7;13
Hortolândia;245513;146697;97073;2728;1951;1674;123
Hugo Napoleão;3914;1364;1084;35;37;36;2
Hulha Negra;6954;3385;2074;5;10;9;5
Humaitá;62997;15433;11349;22;18;30;2
Humberto de Campos;29270;1806;1245;34;34;17;17
Iacanga;12341;7977;5263;182;170;153;25
Iaciara;14486;4638;3128;293;367;370;10
Iacri;6180;4026;2444;203;174;237;4
Iaçu;23984;6167;3497;59;87;70;19
Iapu;11162;5244;3648;384;521;719;11
Iaras;10441;2960;1897;82;71;98;3
Iati;19335;3482;2362;46;55;26;29
Ibaiti;32227;20023;12470;499;782;1008;24
Ibarama;4351;2966;1657;2;4;3;2
Ibaretama;13482;3417;2413;53;85;92;13
Ibaté;36653;22257;13885;435;452;399;23
Ibateguara;15504;2907;2141;16;19;6;16
Ibatiba;27158;21590;16734;816;423;855;34
Ibema;6372;4076;2374;62;100;136;0
Ibertioga;4912;2288;1452;101;111;183;1
Ibiá;25698;14403;9012;1093;1636;2015;19
Ibiaçá;4696;3904;2364;5;5;10;5
Ibiaí;8509;2373;1594;106;118;176;7
Ibiam;1948;1695;1194;93;119;136;5
Ibiapina;25319;9689;7563;32;48;48;19
Ibiara;5869;1645;1298;7;7;0;8
Ibiassucê;8849;3113;1455;82;163;153;14
Ibicaraí;19727;5830;3987;87;113;116;18
Ibicaré;3125;3211;2276;266;333;385;3
Ibicoara;20035;6725;4471;21;27;37;3
Ibicuí;15910;3229;2354;28;33;33;9
Ibicuitinga;12908;4244;3320;13;22;21;4
Ibimirim;29733;7571;5185;141;162;144;20
Ibipeba;18405;2991;1870;6;6;6;0
Ibipitanga;14870;4715;2967;2;2;0;2
Ibiporã;56870;40156;26091;1497;2283;3026;17
Ibiquera;4008;610;370;15;33;33;3
Ibirá;12918;7968;4949;174;154;142;13
Ibiracatu;4756;1637;1155;44;47;89;2
Ibiraci;14402;6904;3726;317;453;553;10
Ibiraçu;12729;6864;5007;538;352;706;14
Ibiraiaras;7235;6344;3593;3;5;3;4
Ibirajuba;7786;1827;1191;50;57;53;6
Ibirama;19348;17524;12178;1549;2064;2443;22
Ibirapitanga;22906;3374;2404;182;306;345;47
Ibirapuã;8654;2562;2193;54;75;88;4
Ibirapuitã;0;0;0;0;0;0;0
Ibirarema;8124;4500;2780;75;68;82;9
Ibirataia;13076;5064;3587;31;37;49;5
Ibirité;187074;81664;59194;11570;17496;18947;39
Ibirubá;20485;19374;12479;23;42;36;29
Ibitiara;16181;4957;3383;101;203;201;28
Ibitinga;62397;49149;31845;1755;1937;2204;67
Ibitirama;8515;6188;4507;392;284;456;14
Ibititá;17084;3414;2044;27;44;38;4
Ibitiúra de Minas;3471;2352;1406;111;152;193;5
Ibituruna;2988;1012;622;48;47;84;1
Ibiúna;81333;60103;36891;1191;970;877;97
Ibotirama;26537;12437;8631;84;174;178;13
Icapuí;20434;7640;5947;71;113;111;19
Içara;58782;55576;40915;5663;7754;8953;34
Icaraí de Minas;12379;2486;1866;121;135;229;12
Icaraíma;7229;6830;4062;173;259;321;8
Icatu;27566;2120;1575;29;30;25;3
Icém;8490;5403;3099;133;134;158;27
Ichu;6124;2114;1367;26;27;29;0
Icó;68709;27987;21317;144;213;215;42
Iconha;14080;13340;10183;517;366;645;11
Ielmo Marinho;14053;2506;1745;5;6;1;5
Iepê;8282;5340;3231;77;75;75;3
Igaci;25347;7208;5412;66;103;77;44
Igaporã;15541;3518;1805;73;145;133;9
Igaraçu do Tietê;24927;15074;9078;331;265;225;23
Igaracy;6061;1925;1576;9;9;1;9
Igarapava;31152;17413;10526;345;347;368;15
Igarapé;46334;28776;20195;3834;5763;5861;12
Igarapé do Meio;14512;2952;2319;26;27;14;11
Igarapé Grande;11512;3309;2012;50;53;41;13
Igarapé-Açu;39654;10585;7938;404;663;439;38
Igarapé-Miri;63969;7501;5626;203;331;178;18
Igarassu;120698;34410;25309;721;787;712;80
Igaratá;9725;7641;4660;298;240;145;34
Igaratinga;11451;7197;5288;419;625;662;6
Igrapiúna;12318;2109;1406;34;57;61;10
Igreja Nova;24539;5882;4460;47;64;34;32
Igrejinha;38380;26852;17151;29;51;33;30
Iguaba Grande;30594;14708;10295;194;254;241;14
Iguaí;27028;4094;2795;44;52;45;16
Iguape;31351;12870;8671;388;339;362;36
Iguaraçu;4540;3524;2194;364;636;742;9
Iguaracy;12292;2950;1887;90;116;100;24
Iguatama;7746;4314;2615;234;369;385;9
Iguatemi;16496;8962;5976;196;267;242;6
Iguatu;105977;60497;47929;457;774;817;69
Ijaci;6769;4089;3001;268;390;442;4
Ijuí;84160;66857;44581;63;114;92;71
Ilha Comprida;12015;7508;4636;186;182;222;9
Ilha das Flores;8521;1302;972;1;1;1;0
Ilha de Itamaracá;27373;5212;3777;136;153;144;10
Ilha Grande;9605;2622;2117;76;75;67;6
Ilha Solteira;27055;21604;14109;740;596;777;22
Ilhabela;37663;26111;20175;1162;806;621;14
Ilhéus;147284;53145;41550;1921;2548;2637;103
Ilhota;14682;12691;9383;1005;1331;1576;22
Ilicínea;12577;8794;5490;462;579;750;12
Ilópolis;4051;3612;2103;6;8;6;7
Imaculada;11891;1682;1295;14;14;2;12
Imaruí;9571;7954;5672;459;546;627;8
Imbaú;13835;7709;4927;263;409;517;9
Imbé;24034;16393;10602;13;20;16;13
Imbé de Minas;7004;3431;2602;163;192;300;4
Imbituba;46074;41575;31922;4728;6263;6984;38
Imbituva;34115;22629;14009;377;614;817;13
Imbuia;6315;5675;4159;582;771;943;8
Imigrante;3096;2415;1550;3;5;2;4
Imperatriz;261759;177273;141733;1023;1086;881;187
Inácio Martins;10990;4950;2723;115;172;237;6
Inaciolândia;6335;2846;2067;207;315;333;1
Inajá;27731;5397;3566;209;231;227;20
Inconfidentes;7394;4522;3017;268;410;465;6
Indaiabira;7214;2481;1726;102;103;192;5
Indaial;73685;58622;41294;5408;7292;8615;48
Indaiatuba;271606;225063;163057;5144;4739;4374;154
Independência;32078;17707;10893;25;37;31;15
Indiana;4840;3503;2191;108;105;118;11
Indianópolis;11558;6635;4185;385;533;693;9
Indiaporã;3834;3122;1645;65;61;66;9
Indiara;16342;9388;6877;787;1107;1068;35
Indiaroba;18559;3221;2399;31;39;31;7
Indiavaí;0;0;0;0;0;0;0
Ingá;37683;23370;17062;467;530;479;62
Ingaí;2781;993;650;67;82;124;3
Ingazeira;37683;23370;17062;467;530;479;62
Inhacorá;0;0;0;0;0;0;0
Inhambupe;40733;11056;8134;243;372;404;26
Inhangapi;12139;1877;1382;85;134;88;10
Inhapi;18236;5188;3720;27;40;18;30
Inhapim;23579;14339;9837;712;973;1227;20
Inhaúma;6403;2769;1899;308;388;559;8
Inhuma;15484;5138;4127;116;121;118;14
Inhumas;54304;44672;31670;4434;6090;6548;40
Inimutaba;7652;2889;2038;407;502;719;8
Inocência;7545;6147;4128;313;421;373;11
Inúbia Paulista;4102;2423;1492;62;60;57;5
Iomerê;2992;2565;2017;266;349;408;4
Ipaba;19196;6522;4682;550;743;1056;10
Ipameri;27659;16717;11048;1874;2508;2617;13
Ipanema;4540;2297;1680;144;158;280;2
Ipanguaçu;15784;4632;3095;36;57;40;12
Ipaporanga;11657;4405;2968;18;29;22;10
Ipatinga;270269;163589;115195;24030;38417;45749;110
Ipaumirim;12481;8995;4325;4;5;4;2
Ipaussu;15367;7961;5110;208;209;181;13
Ipê;6760;5039;2846;13;25;17;17
Ipecaetá;13514;2114;1576;23;32;32;4
Iperó;38981;14341;9375;406;366;317;25
Ipeúna;7372;5152;3266;163;115;77;10
Ipiaçu;3849;2405;1643;114;134;204;2
Ipiaú;41217;17798;13055;94;122;140;18
Ipiguá;5753;3089;2268;104;96;88;8
Ipira;4317;4156;2723;206;288;342;3
Ipirá;4317;4156;2723;206;288;342;3
Ipiranga;15410;10083;5865;153;222;297;9
Ipiranga de Goiás;2858;1633;1247;70;96;96;1
Ipiranga do Norte;8431;5279;4262;24;28;28;4
Ipiranga do Piauí;9969;2454;2061;64;63;75;3
Ipiranga do Sul;1878;1794;1075;3;4;1;3
Ipixuna;0;0;0;0;0;0;0
Ipixuna do Pará;68042;4159;3160;250;371;231;38
Ipojuca;100156;26674;20600;695;777;687;97
Iporá;31018;33483;23798;2617;3690;3730;27
Iporã;31018;33483;23798;2617;3690;3730;27
Iporã do Oeste;9126;8402;6520;592;832;983;1
Iporanga;4120;1400;869;17;11;11;1
Ipu;42455;17412;12877;54;83;79;30
Ipuã;17237;9046;5695;115;133;113;14
Ipuaçu;7696;3986;2797;252;330;376;6
Ipubi;152324;71828;47021;3097;2457;2199;119
Ipueira;2264;790;621;9;15;16;0
Ipueiras;;;;;;;
Ipuiúna;9360;8469;5076;273;389;483;1
Ipumirim;7819;6303;4588;551;781;771;2
Ipupiara;9911;2939;2065;4;5;1;4
Iracema;27683;7286;5478;50;81;66;19
Iracema do Oeste;2086;1812;1099;28;45;50;2
Iracemápolis;25869;18512;12420;297;250;277;5
Iraceminha;3860;3295;2274;167;234;271;7
Iraí;6901;5219;3113;12;19;18;16
Iraí de Minas;7110;5261;3495;335;484;566;4
Irajuba;7153;1391;881;109;208;232;14
Iramaia;7030;1586;1021;14;19;19;2
Iranduba;50686;10297;7891;45;31;45;9
Irani;10638;8128;5148;586;804;876;12
Irapuã;9752;3246;2186;7;8;9;2
Irapuru;8408;3763;2139;87;80;99;4
Iraquara;25319;5525;3464;88;126;117;9
Irará;28851;8830;6168;80;89;80;16
Irati;63747;47991;32120;1570;2425;3261;17
Irauçuba;24709;6375;4983;14;20;14;13
Irecê;73399;42626;30706;112;123;112;15
Iretama;9708;6733;3921;261;419;507;21
Irineópolis;11399;7857;5424;234;304;349;3
Irituia;32886;3822;2530;275;438;269;56
Irupi;13789;10382;7724;621;462;764;5
Isaías Coelho;8664;1357;1051;48;55;52;6
Israelândia;2694;1366;1006;191;236;275;5
Itá;2572;807;702;26;26;27;2
Itaara;5573;3554;2107;2;3;2;2
Itabaiana;121796;81676;61453;61;76;35;37
Itabaianinha;42468;13502;9798;12;15;9;3
Itabela;30530;10761;8299;308;594;727;64
Itaberá;17149;11088;7752;187;201;188;20
Itaberaba;63531;29641;21782;384;576;654;30
Itaberaí;46126;36477;27150;3422;4596;4882;48
